name,title,star,contents,date
SNS 잉글리시 톡,오래간만에 재미나게 들었던 연수!,5점,"창피한 얘기지만 저는 이 연수를 재수강하고 있네요. 지난 번에 연수 마감일을 착각하여 시험을 미루다가 그만 이수를 못했거든요.
저는 주말마다 일반 직장인들과 영어 원서 모임을 하고 있는데 함께 공부하는 study buddies들과 sns로 소통할 때 여기서 배운 많은 표현들을 사용하며 복습하고 있습니다. 재수강 하면서도 클릭만 하지 않고 다시 찬찬히 복습을 하게 만드는 즐거운 연수네요^^ 강사 선생님 발음도 너무 깨끗하시고 본문 설명하실 때 발음하는 입모양을 보며 입모양까지도 따라하려고 노력하고 있습니다. 정확하게 발음해 주시는 덕분에 발음 교정에 많은 도움이 되었어요. 이 연수를 마스터 하고 나시면 누구나 원어민과도 자신있게 sns로 talk 좀 하실 수 있을 겁니다.
두 번 수강료를 냈어도 아깝지 않은 최초의 연수라고 단언하며 마구마구 추천합니다. 앞으로도 좋은 강좌 기대할게요 선생님^^",2020.05.14
초등 저학년 남학생 탐구생활,실제 반에 있을 법한 유형의 아이들의 문제행동 이유와 대처법,5점,"실제 반에 있을 법한 유형들을 설명해주셔서 좋았어요



고집센아이/욱하는아이/딴짓과반항하는아이/무기력한 아이/우는아이/ 등



욱하는 아이에 있어서는 저도 나중에 조곤히 얘기하고 싶었지만, 아이들에게 보여지는 것 때문에 억지로 화를 내기도 했었어요. 그런데 그 대처조차 아이들이 보고 배우니까 차분히 주의를 주고 나중에 상담하는 것이 맞다는 것을 알게 되어서 좋았어요. 즉각 응대해서 싸우면 눌려지지도 않고 집갈때까지 둘다 기분이 나쁘고, 반 분위기도 싸해지는데 나중에 차분히 감정을 이해해주고 이야기하면 눈물을 보이면서 인정하고 사과하는 아이들도 있더라고요..


그리고 고집센아이가 특히 이해안되고 힘들었는데... 고집센아이가 고수하는 원칙을 보편적인 기준에 맞추게 되면 고집이 아니라 신념이 되고 혁명가가 된다는 것을 알게 되었어요. 앞으로는 고집센아이를 문제덩어리로만 생각하지 말고 잘 키워서 학급파트너와 신념있는 리더로 만들어야겠다는 생각이 들었어요.


이때까지는 남학생들을 차분하게 하기 위해 정적인 활동만 해야되나 싶었는데, 오히려 남학생들의 특성에 맞추려면 대근육을 움직이면서 하는 활동도 있어야 학습이 더 잘되겠구나 하는 생각이 들었습니다.


그리고 웬만하면 가정에는 연락하지 않으려고 애써왔는데, 가정과의 협력이 필요하고 해야되는 거구나 하는 걸 알았습니다. 상담요령도 알려주셔서 활용해서 상담해보면 좋지 않을까 합니다.

좋은 연수 감사합니다.",2020.05.13
교사를 위한 교실 밖 여행인문학,코로나19로 인한 답답한 일상을 대신해 줄 힐링 연수^^,4점,사회적 거리두기가 한참인 요즘 각종 나들이를 취소할 수밖에 없어 안타까웠는데 이렇게 간접적으로 전국을 여행할 수 있어서 좋았어요. 그런데 제가 살고 있는 지역의 향토음식이 소개될 때 더 이 지역에서 30년 넘게 살고 있지만 그런 음식이 있는지조차 모르는 음식이 모두 소개되어서 당황스러웠어요. 다른 지역 음식도 정작 그 곳에 갔을 때 찾기 힘든 음식은 아닐까 하구요. 참고로 저는 광주광역시에 거주하고 있는데 '광주'하면 떡갈비와 한정식을 빼놓을 수 없는데 너무 낯선 음식이 소개되어 놀랐습니다. 잦은 교류로 지역적 특색이 강한 음식이 요즘 점점 사라져 가는 것은 사실이지만 현실과 너무 동떨어진 지역 음식보다는 지역민도 인정할 수 있는 향토음식을 소개해 주셨으면 합니다. ~,2020.05.12
당장 따라 할 수 있는 사계절 학급운영+이벤트,신규선생님께서 들으면 좋을 연수,5점,선생님 두 분이 학급 운영 행사나 이벤트를 소개해 주시는데 신규 선생님들께서 들으시면 1년이 어떻게 흘러가는지 파악하기 쉬울 것 같아요. 잘 들었습니다.,2020.05.07
온작품 읽기와 그림을 활용한 깊이 있는 수업,유익했어요,5점,온작품 읽기를 할 때 어떤 방식으로 하면 좋을 지 잘 나와 있어서 도움이 되었어요.,2020.05.07
수업을 살리는 놀이 레시피,좋은 연수였어요,5점,여러가지 놀이를 소개해 주셔서 아이들과 해 볼 수 있을 것 같아요. 감사합니다!,2020.05.07
SNS 잉글리시 톡,요즘 아이들의 sns 영어를 수업시간에 접목해서 가르치니 매우 좋아요,5점,영어교사로서 아이들 눈높이에 맞추어 가르치기에 자료로 사용하기도 하고 정보 얻기에도 최고로 좋네요,2020.05.07
'척' 하면 '딱' 붙는 대입 진학지도,잘 참고하였습니다,4점,처음 입시지도를 하시는 분들에게 기본적인 가이드라인이 될 수 있을 것 같습니다.,2020.05.05
이것이 진짜! 코로나19 이후 경제전망,알아야 하고 대비해야 할 것 같아요,5점,학생들과 이 주제로 함께 토론해 보고자 들어보았어요.,2020.04.30
온작품 읽기와 그림을 활용한 깊이 있는 수업,훌륭한 연수 감사합니다.,5점,"저는 고등학교 국어교사입니다. 따라서 초등학교 교사를 대상으로 하는 이 연수가 사실은 좀 맞지 않겠다고 생각을 했었죠.
다만 온작품 읽기에 관심이 많아 어쨌거나 들어보자 하고 시작을 했는데, 제가 생각했던 것보다 많은 것을 얻은 것 같아 흡족합니다.
독후활동이라는 것이 작품을 읽고 독후감을 제출하는 것이 전부인 현 고등학교의 실태를 생각해 볼 때, 다양한 수업의 방향을 생각해 보게 하는 연수였던 것 같습니다.
작품을 읽는 것은 그것의 핵심내용을 파악하고 주제만 도출해내면 되는 것이 아니라 공감과 내면화의 과정이 필수입니다. 작품의 주인공이 되어, 또는 화자나 작가가 되어 생각해보고 공감하며 자신의 삶과 연결 지을 수 있을 때 진정한 작품 이해하기가 될 것입니다. 이런 의미에서 온작품 읽기의 연수내용은 많은 수업의 아이디어를 제시해 주었습니다. 작품과 다른 교과(미술, 음악, 사회, 윤리 등) 연결 짓기, 작품 비틀어보기, 작품 이어 써보기, 내가 주인공이라면?, 그림으로 작품 소개하기, 매체 바꾸어 보기, UCC활동, 역할극 등등 다양한 아이디어들을 생각해 보게 됩니다.
고등학교 교과서 문학작품에 학생들은 점점 흥미를 잃어가고 있습니다. 입시로 인하여 작품을 깊이 있게 읽고 내면화하는 과정은 생략되고 작품을 분석하고 요약하며 의미를 외우고 그것을 바탕으로 학습활동 문제풀이에 전념해야하기 때문입니다. 올해에는 한두 차시만이라도 시간을 할애하여 작품을 온전히 읽고 내면화하는 활동을 계획해 보아야겠습니다.
저를 돌아보게 하는 좋은 연수였던 것 같습니다.
감사합니다.",2020.04.28
'척' 하면 '딱' 붙는 대입 진학지도,이거 괜찮다..,5점,"고등학교 교직생활 17년차이지만 처음 고3담임을 하게 되어서 엄청난 부담감을 가지고 있었습니다.
게다가 코로나 사태로 상담, 진학지도, 연수 등등 계획했던 것들이 모조리 백지상태가 되어버렸습니다.
그러던 차에 우연한 계기로 T셀파 원격연수원 진학지도 연수를 듣게 되었는데 처음부터 차근차근 짚어주며 강의해주어 너무 도움이 많이 되었습니다.
처음 시작부분에 대입 3년 사전예고제부터 시작하여 2021, 2022 대입제도 개편사항을 일목요연하게 설명해주셔서 궁금한 점이 많이 해소되었고,
특히 월별, 성적등급별 상담방법을 자세히 설명해주셔서 등교개학 후 어떻게 상담을 진행해야 할지 가닥을 잡아 나갈 수 있었습니다.
또 들어만 보고 직접 활용한 적이 없던 대입포털 '어디가'와 '대입상담프로그램'을 효율적으로 활용할 수 있게 되어 너무 감사합니다.

수시전형에 대한 자세한 설명도 인상적이었습니다.
교과전형, 논술전형, 학생부종합전형 등 다양한 수시전형에 대한 설명과 특히 학생부종합전형에 충분히 많은 분량을 할애하여 강의를 구성해주신 점도 좋았구요,,
생기부 및 자소서, 추천서 등 여러 서류를 준비하는 데에는 어떤 요소들이 중요하고 어떠한 방법으로 준비해 나가면 좋다는 것을 매우 구체적으로 짚어주신 점 역시 도움이 많이 되었습니다.

현재 가장 피해를 받는 학생들은 현 고3학생들인 것 같습니다. 가장 중요한 때에 이렇게 아무것도 하지 못한 채 집에만 틀어박혀 있어야 한다는 것이 너무 안타까운데요,,
지금 이 기간을 추후 등교 개학 후를 준비하는 기간으로 생각하고 원격연수를 통해 열심히 자료를 모으고 분석하고 추려내어 학생들을 대면했을 때 할 말이 많은 교사가 되도록 노력하겠습니다~~
감사합니다~~",2020.04.28
SNS 잉글리시 톡,SNS English Talk!,5점,"대화속에서의 자연스러운 패턴을 익히는데 많은 도움이 되었으며
SNS상에서 쓰는 다양한 표현을 익혔고 Congrats단어도 오늘 당장 써 먹었답니다. ㅎㅎ~
연수기간이 많아 남았음에도 재미있는 표현들이 많아 진도를 일찍 끝냈지만 복습으로 머리속에 많이 담으려 합니다~",2020.04.28
초등 저학년 남학생 탐구생활,남학생들과 소통하는데 자신감 듬뿍!,5점,"남학생들의 특성을 좀 더 이해하는 시간이었습니다.
남학생들과 교과와 생활지도에서 소통하는데 자신감이 생겼습니다.",2020.04.28
'척' 하면 '딱' 붙는 대입 진학지도,대입 진학지도에 도움,4점,대입에 대한 전반적인 흐름을 파악할 수 있게되어 상담에 매우 도움이 되는 연수였습니다.,2020.04.27
SNS 잉글리시 톡,나에게 최고의 강의다.,5점,"안젤라 박 선생님의 강의가 귀에 쏙쏙 들어 온다. 외우려고 몇번이나 반복해서 들었다. 교재와 mp3파일을 복사해서 책으로 만들어 통째로 외우려 한다. 이 강의를 반복해서 듣고 영어채널 HGTV를 보니 귀에 내용이 들어온다. 나의 영어회화실력도 업그레이드 되었다. 나에게 영어회화에 도전할 수 있게 해준 훌륭한 강의였다. 다음에는 영화관련, 여행에 대한 영어 강의를 만들어 주시기 바란다. 다음에도 들을 것이다.",2020.04.24
'척' 하면 '딱' 붙는 대입 진학지도,연수후기,3점,"평가기준에 있어서 시험의 기회가 1회이며, 인터넷 검색이 불가한 점은 타 연수기관과 다른 점이었습니다.

시험 성적이 낮은 경우 인터넷 접속 불가가 아니더라도 재응시 기회가 있었으면 합니다.
시험 응시가 1회로 끝나니까 부담이되고, 혹시 수료를 못하게 될까봐 본 기관의 다른 연수를 신청하지 않게되네요.

또한 랜덤으로 문제를 출제하고 정답을 공개하면 좋겠습니다.
무엇을 잘못 알고 있었는지 바로 잡아야 학습이 제대로 된 것이 아닐까요?",2020.04.22
그림검사와 다양한 기법으로 만나는 미술치료,아이의 마음을 이해하고자 노력하는 선생님들께 추천,4점,"아이의 마음을 이해하고자 노력하는 선생님들께 추천
1. 전문적 이론 보다는 아이의 마음을 이해하기 위한 미술치료활동으로 강의가 구성되어 어렵지 않고 부담 없이 청강할 수 있었다.
2. 넓리 알려진 심리학 이론들을 편안하게 설명하여 되짚어 볼 수 있는 계기도 되었다.
3. 아이들의 정신적인 치유 사례와 간혹 제시하는 교사로서 어려움에 대한 대처 방법이 교사로서의 삶에 대한 성찰과 성장 필요성을 느끼게 해주었다.
개인적 관심사이다 보니 열심히 들었을 수 도 있다는 생각을 하지만, 강사님의 편안한 목소리, 어렵지 않은 용어 사용, 사례와 심리학 이론의 적절한 구성 등 근래 들었던 원격 강의 중 최고 였다.
4. 그림검사 방법과 해석에 대한 많은 사례를 기대했었는데 그 것에 대한 부족함은 좀 아쉽다. 그래서 별 4개 반 !!",2020.04.21
수업을 살리는 체육 레시피,체육에도 맛이란게 있다는걸 알게 된 연수~,5점,남자교사로서 체육수업에 대해서는 누구보다도 잘할 수 있다는 자부심을 갖고 학생들을 가르쳐왔는데 이 연수를 수강하고 나서는 내 짧은 체육 수업 레시피가 부끄러워짐을 느꼈고 또한 체육도 요리와 같이 어떤 레시피를 가지고 쓰느냐에 따라 같은 내용이라도 맛이 확 달라질 수 있음을 실감할 수 있는 연수라 할 수 있다. 이 체육레시피는 전반적으로 전에 없던 새로운 내용(재료)이 체육수업을 소개하기 보다는 기존에 한번이라도 활용하고 익숙한 내용을 담은 수업으로 이루어져 있지만 그 안에서 좀 더 학생들에게 재미와 창의성을 기르면서 자연적으로 체력을 기를 수 있는 체육 수업이라고 할 수 있다. 또한 다양한 레시피 변형하기를 통해 지루해지기 쉬운 수업을 학생들로 하여금 게임을 만들듯이 스스로 창의적인 아이디어를 창출해 새로운 맛을 가미한 체육 레시피를 만들어서 활동 하게 하는 점도 좋았고 더불어 좋았던 점은 체육수업을 하기 전에 실시하는 다양한 준비운동에 대해서도 충분히 소개한 것도 이 연수의 장점이라 할 수 있겠다. 그러나 그 무엇보다도 100여가지(이강의에서는 30가지이지만 책은 100가지)의 다양한 체육레시피를 소개하여 학교 현장에 바로 적용할 수 있는 실재적인 수업 레시피라는게 가장 마음에 드는 연수라 할 수 있다. 나는 이 연수는 초등학교 선생님들 중에 체육을 생소하게 여기는 여선생님들에게 특히 주천해주고 싶다.,2020.04.17
알리바바 중국어 초급,선생님 최고,5점,"스페인어 프랑스어 독어 배워보았자 저희가 얼마나 유럽을 가겠습니까?



반면 중국어는 활용도가 무궁구진하지요.! 이 연수는 정말 쉽고 재밌습니다.



선생님도 귀에 쏙쏙 박히게 잘 설명해주시구여.

중급 빨리 개설해주세요",2020.04.16
교과수업에 활용하는 진로교육,현장에 바로 적용할 수 있어 좋아요,5점,현장에 바로 적용할 수 있어 좋아요,2020.04.15
교과수업에 활용하는 진로교육,도움이 되는 진로교육,5점,"학생들과의 진로상담시유용한 연수라고 생각하고, 교과융합과 교과수업에 활용할 수 있는 진로연수라고 생각합니다. 좋은 연수 감사합니다~~",2020.04.13
초등 저학년 남학생 탐구생활,저학년 남학생 이해하기,5점,"오랜만에 1학년 담임을 맡게 되어 초등 저학년 남학생에 대한 이해를 높이고자 연수를 듣게 되었습니다.

강사님 강의 들으며 많은 생각을 하게 되었고 현장에 적용할만한 것들도 얻을 수 있은 유익한 연수였습니다.",2020.04.13
그림을 통해 만나는 우리 아이,아이들의 마음을 살펴보고 느낄 수 있는 강의,5점,"2020년 3월, 정규 개학을 하지 못하고 온라인 개학이 준비됨에 따라 방학 기간동안 열심히 준비했던 학기초자료들을 쓸 수 없다는 생각에 매우 아쉬웠습니다. 그러면서도 좀 더 많은 자료와 정보를 얻고 준비할 수 있는 시간으로 생각하며 '그림을 통해 만나는 우리 아이' 연수를 수강하게 되었습니다. 이 연수는 '그림의 언어 이해하기'와 '그림 검사로 마음을 알아보는 미술 치료 레시피'로 나누어져 있습니다. 첫 번째 파트는 그림에 대한 전반적인 이해를 할 수 있어서 제가 알고 있었던 미술 수업에 대한 지식을 좀 더 넓게 확장할 수 있었습니다. 또한 창체시간에도 응용할 수 있을 것 같더라구요. 두 번째 파트는 그림을 통해 아이들의 마음을 읽어보는 부분이었습니다. TV나 인터넷에서 보았던 집 그림, 나무 그림을 아이들의 언어로 해석하는 방법을 알려주시고 그림을 통해 스트레스를 표현할 수 있어 실제 교육 현장에서 적극적으로 활용할 수 있겠다는 생각이 들었습니다. 이 강의를 듣고 미술심리학에 대해서도 좀 더 공부하고 싶다는 생각도 들었구요. 좋은 강의를 해주셔서 감사합니다.(^^)",2020.04.08
디바 제시카의 왕초보 영어 따라잡기,정말 실용적인 기초 기본 영어 연수,5점,"영어에 관심이 많아 영어 연수를 많이 듣는 편입니다. 그래서 이곳 저곳에서 온라인도, 오프라인도 영어 연수를 꽤 들은 편인데 이 디바 제시카의 왕초보 영어 따라잡기 연수는 정말 실용적이고 기초 구문 연습과 일상 회화 연습이 탄탄하게 많이 되었어요. 필요한 언어 연습을 온라인 연수 중에도 많이 할 수 있도록 구성하여 15차시 연수가 끝날 무렵 중요한 영어 표현 연습이 어느 정도 자동으로 되었더라구요. 영어의 기초 기본을 탄탄하게 실용적으로 연습하고 싶으신 선생님들께 강력 추천합니다.^^",2019.11.19
당장 따라 할 수 있는 사계절 학급운영+이벤트,"가장 교실현장과 밀접한 관련이 있는 연수, 추천!",5점,"교직 현장에서 제가 가장 어렵다고 생각했던 것은 학생들 상담, 학부모 상담, 교과지도 등이 아니었습니다. 1년을 설계하는 큰 그림을 그리고 앞에선 학생들을 이끌고 뒤에선 학생들을 밀어주는 것들이 제일 어렵더라구요. 즉, 학급운영에 관련된 것이겠죠? 그래서 2019년 마무리를 잘하고 내년을 미리 설게해야겠다는 생각으로 '당장 따라 할 수 있는 사계절 학급운영 이벤트'를 신청하였습니다. 이렇게 집중해서 들었던 연수는 처음일 정도로 귀에 쏙쏙 박히게 설명해 주셔서 좋았습니다. 게다가 실제 현장에 적용할 수 있는 사례들을 많이 알려주셔서 더 좋았지요. 교직 현장에 있으면서 수많은 연수를 받게 되지만 제일 기억에 남고 도움이 되는 연수는 사례 중심의 연수더라구요. 이 연수를 바탕으로 올해 12월 학생들과 마무리 활동을 구상하였고 2020년(내년)의 학급경영을 준비할 수 있게 되었습니다. 정말정말 감사합니다. 학급경영에 어려움을 겪고 있고 도움을 받고 싶은 선생님들께 이 연수를 추천합니다.^^",2019.11.19
교사를 위한 교실 밖 여행인문학,쉽고 유용한 연수,5점,우리나라 각지의 특색과 지역색이 드러나는 음식을 이해하기 쉽게 풀어낸 편안한 강의였습니다.,2019.11.15
"강신주가 전하는 철학자들의 대화, 철학 vs 철학",허허.. 이거 참,1점,"기본적으로 교직원 대상 연수로 유료강좌를 만들었는데,

학생들 강의한 내용을 녹화해서 올리면 어떻게 합니까.

듣는 내내, 불편하네요. 대학생들 커플 이야기 사랑이야기

질문을 받을때도 불쾌감을 유발하는 말투

최소한 교직원 연수자료를 사용할때는 교직원대상으로 준비된 자료를

탑재하셔야죠~",2019.11.14
7대 표준안으로 실천하는 학교안전교육,간단하게 핵심만 콕콕,5점,안전에 관한 핵심 내용만 콕콕 찝어서 구성되어 있습니다. 그리고 선생님들이 연수를 빠르고 쉽고 편하게 이수하실 수 있도록 시스템이 짜여져 있습니다. 의무적으로 이수해야하는 안전연수로 이 연수를 추천합니다. ^^,2019.11.12
같이 읽고 함께 나누는 독서수업방법,세련되고 멋진 독서수업 연수,5점,"안녕하세요?
예전에는 연수중에 입력할 내용도 많고 클릭해야 할 연수 페이지도 많았으나 요즘은 시작, 중간, 끝의 깔끔한 구성이 많은 것 같아 좋습니다.
이 연수는 연수 플렛폼 자체도 현대적이지만 연수 진행도 대담 형식으로 편안하게 들을 수 있었으며 독서 수업에 대해서도 어떤 한 책에만 국한되는 것이 아니라 여러 책, 다양한 형태의 수업에서 활용할 수 있는 폭넓은 응용 가능성이 있는 방법들을 다루고 있습니다.
좋은 내용, 무릎을 탁 치게 하는 방법들이 너무도 많아 일일이 다 기억할 수 는 없지만 제공되는 교안에 필기한 내용들로 저만의 독서수업을 연구하여 아이들과 즐겁게 해 나갈 예정입니다.
좋은 연수와 함께 했던 시간들이 제겐 감동으로 남아 따뜻한 추억이 될 것 같습니다. 감사합니다!",2019.11.11
온작품 읽기와 그림을 활용한 깊이 있는 수업,온작품 읽기에 대해 다양하게 수업에 활용할 수 있는 연수,5점,"안녕하세요?
요즘 온작품 읽기가 화두이지요^^
시대적 흐름에 따라 온작품 읽기에 대한 내용을 다룬 연수입니다.
철학이나 이론보다는 도서와 함께 그 도서를 활용하는 수업 내용들로 구성된 연수 입니다.
이 연수는 온작품 읽기에 대해 맛을 보고자 할 때 선택하면 좋을 것 같으나 이미 온작품 읽기에 익숙해져 있는 선생님의 경우에는 다양한 방법을 접해보고 이를 응용해 볼 수 있는 기회를 제공 받을 수 있을 것 같습니다.
다른 어떤 선생님께서 남겨주신 후기 처럼 딱히 '그림'에 초점을 맞추어 두지는 않았으나 어쨌든 책을 활용하여 수업에서 쓸 수 있는 여러 방법들을 접할 수 있어서 좋았습니다.
조금 더 방법론 적인 측면에서 다양한 재료를 얻고싶으신 분들은 티셀파원격연수원의 ""같이 읽고 함께 나누는 독서수업방법""을 추천드립니다.
좀 더 세련되고 다양한 내용을 접하실 수 있을 거예요^^",2019.11.11
같이 읽고 함께 나누는 독서수업방법,같이 일고 나누는 독서 수업 방법,3점,테셀파에서 처음으로 연수를 받았습니다. 연수의 내용은 좋으나 다른 원격교육 연수원처럼 간편하고 쉽게 연수를 받기가 어렵네요. 독서 지도에 최선을 다하시며 연수를 해 주신 선생님께는 감사의 말씀을 드립니다.,2019.11.08
교사를 위한 교실 밖 여행인문학,재밌어요,5점,다양하고 유익한 여행 정보를 습득하는 시간이었습니다.^^,2019.11.08
교육과정을 뒤집다! 백워드 통합단원 설계,백워드,4점,백워드에 대해서 알아갈 수 있는 유익한 시간이었습니다.,2019.11.08
당장 따라 할 수 있는 사계절 학급운영+이벤트,학급운영,5점,신규 선생님들께 특히 유용한 연수 같아요~,2019.11.05
활동하고 토론하는 통합사회 수업방법,사회 수업,5점,활동하고 토론하며 즐겁게 수업할 수 있도록 도움을 받았어요^^,2019.11.05
7대 표준안으로 실천하는 학교안전교육,안전교육으로 딱이에요,5점,깔끔하고 유용합니다~,2019.11.05
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-근현대사",한국사에 대해 되새기는 시간,5점,"지금 학생들에게 한국사에 대해서 가르치는데 근현대사 부분이 기억이 잘 안나서 강의를 듣게 되었습니다. 그 당시 시대적 배경과 함께 근현대사 부분을 쉽게 설명해주시고, 교재에도 중요한 부분이 표시되어 있어서 학습하기 좋았습니다.",2019.11.04
스토리텔링을 활용한 초등수학 수업,재미있어요,5점,"학기 초 선생님들이 연수를 받으시면 수업에 활용하기에 정말 좋을 것 같아요.
미리 받지 않은걸 후회하고 있어요",2019.11.04
수업을 살리는 놀이 레시피,놀이수업을 배우고 싶은 선생님에게 최고의 선택,5점,"예전부터 놀이수업, 협동학습에 많은 관심이 있어왔고 관련 도서도 몇권씩 구입해서 읽어보곤 했습니다.
특히 놀이수업 관련해서는 동호회도 들어가서 활동해보고 연수도 들었었는데 생각보다 적용하기에 쉽지가 않았어요.
빡빡한 진도, 학교 행사, 과중한 업무에 끌려가다 보면 놀이수업을 활용할 엄두가 나지 않았는데 이번 놀이수업 연수는 이런 고민을 하는 제게 상당한 도움이 되었습니다.
1강부터 30강까지 실제로 바로 현장에 적용할 수 있는 놀이수업 방법들이 제시되어 있구요, 저는 이중에서 특히 좋았던 것을 바로 다음 날 수업으로 적용시켜 보았습니다. 2학년 담임이다보니 수준이 높은 활동은 무리가 있어 방법을 간단히 하여 적용해 보았는데 아이들 표정, 눈빛에서 생기가 도니 저도 더 노력하게 되더라구요. 제가 직접 교실에 적용해본 활동 중에서는
1. 칭찬 샤워해드립니다 : 짝 바꾸고 하기 좋은 활동
2. 눈송이 찾기 : 연수에서는 영어시간에 활용했지만 저는 같은 방법으로 통합교과-다양한 세계문화에 적용하여 재미있게 수업했습니다.
3. 현상수배 범인의 모습은 : 1명씩 5초동안 릴레이그림을 그리는데 웃음이 터지는 수업
4. 종이 비행기 볼링 : 비오는 날 교실 체육으로 굿굿!
5. 고민을 날려봐 : 서로 배려하기 활동
6. 우리는 찰떡궁합 : 경쟁의 요소가 들어가면서도 재미있게 활동 가능
7. 너와 나의 연결고리 : 짝이 계속 바뀌며 활동하니 더 재밌어요
8. 사자성어를 맞혀봐 : 국어 활동에 전반적으로 적용 가능
9. 두근두근 끝말 잇기 : 지정시간에 폭탄이 터지면 술래가 되는 형식으로 손에 땀을 쥐게 됨
10. 배신자 찾기 : 배신자를 찾으려고 열심히 돌아다니며 찾더라구요
11. 단어 조합! 추리 골든벨 : 무한한 단어 생성으로 유창성 높임
위 목록은 저학년인 저희반이 즐거워했던 활동이었지만 연수를 들으며 고학년에게 안성맞춤이다싶은 활동들도 많았습니다.
알면서 적용하지 않으면 내 것이 되지 않는다고 하는데 이번 기회에 교실놀이를 익혀서 학생도 즐겁지만 나도 함께 즐거운 수업을 만들어 가고 싶어요. 연수를 들으며 할 수 있겠다는 자신감이 들었습니다. 교실놀이에 관심이 있으신 선생님들께 강추합니다.",2019.11.01
"강신주가 전하는 철학자들의 대화, 철학 vs 철학",철학은 어렵다,4점,"평소 철학에 관심이 많았고, 이번 연수는 좋은 기회였다. 강신주 교수님이 쉽게 알려주시기는 하였으나, 기본 용어와 개념이 어려웠다.

강의안(교재내용)에 오타도 있었고, 강의 시작탭에 오류가 있는 부분도 있어 그런 부분에는 보완이 필요할 듯",2019.11.01
일본어 마스터 1,너무 좋은 연수였어요.,5점,"너무 좋고 즐거웠던 연수였습니다.
내 수준에 적합한 연수였고, 내용도 좋고 강의도 훌륭하고 모든 것이 매우 만족한 수업이었습니다.
외국어라 좀 재미없을 것이라 생각했는데 재미있게 구성하여 수업이 즐거운 것은 이 수업이 처음인 것 같아요.
다음 과정을 또 들어야 하겠다는 생각이 들었습니다.",2019.10.29
참여하고 탐구하는 통합과학 수업방법,군더더기 없이 꼭 필요한 주제만 다루어 좋았습니다.,5점,"2015 개정 교육과정 과학과 핵심역량을 중심으로 통합과학에서 학생중심, 과정중심 수업을 할 수 있는 주제를 중심으로 명쾌하게 설명을 해주셔서 너무나 좋았습니다.
매 차시 수강 때마다 기다려지는 연수였습니다.
감사합니다.",2019.10.27
같이 읽고 함께 나누는 독서수업방법,독서수업에 자신감을 가지게 되었습니다.,5점,"중등 이과 과목을 가르치고 있어 독서수업에는 어려움이 있었는데 본 연수를 통해 다양한 독서수업 방법을 확인할 수 있어 좋았습니다.

특히 학교현장에서 바로 적용할 수 있는 팁도 많이 제시해주셔서 독서수업 진행에 많은 도움을 받을 것 같습니다.

감사합니다.",2019.10.26
온작품 읽기와 그림을 활용한 깊이 있는 수업,온작품 읽기 수업을 위한 책 소개,3점,온작품 읽기를 하고 있지만 제일 어려운 것이 학생에게 알맞은 책은 어떤 것이 좋을까와 구체적으로 어떤 활동을 하면 좋을까 였는데 연수를 듣고 여러 가지 책을 소개 받은 것은 좋았다. 수업 장면이 사진이 아닌 동영상 자료 였다면 더 좋았을 것 같다.,2019.10.13
교과수업에 활용하는 진로교육,교과에서 진로지도의 방법을 알게 해준 알찬 연수였습니다.,5점,"진로지도의 중요성과 접근 방법을 이해하게 되었습니다.
수업할 때 바로 활용할 수 있는 관련 동영상도 함께 연결되어 있으면 더 좋겠습니다.
감사합니다.",2019.10.06
수업을 살리는 체육 레시피,체육수업 아이디어를 얻을 수 있어 좋아요^^,5점,"제가 근무하는 학교의 강당은 체육교담이 주로 활용하거나 이미 배정된 학급이 있어 매번 담임체육수업을 할 때마다 운동장이나 교실을 이용하게 됩니다. 날씨가 좋으면 운동장 수업이 좋지만, 미세먼지나 날씨 등 여러 가지 이유로 운동장 수업보다는 교실수업을 할 때도 종종 생깁니다.

교실에서 할 수 있는 수업은 한계가 있고 새로운 아이디어도 없어 걱정하던 중 이 연수를 접하게 되었습니다. 물론 이 체육연수도 강당수업이 많이 차지하고는 있지만, 교실수업으로도 제시된 부분이 있어 참 좋았습니다. 그리고 연수에서 제시된 강당수업도 그대로 교실로 가져오거나, 또 조금만 변형하면 교실수업으로도 활용할 수 있는 수업도 있어 메모하며 듣게 되었습니다.

매 차시마다 실제 체육수업 장면(준비운동, 사전활동, 본활동)을 직접 보여주셔서 실제 수업에 활용하기가 더욱 좋았습니다. 강의에 군더더기가 없이 꼭 필요한 내용들로만 구성되어 있어 학습에 부담이 없었던 점이 더 더욱 마음에 들었습니다.

가벼운 마음으로 체육수업 아이디어를 얻고 싶거나 진행방법을 알고 싶으시다면 “수업을 살리는 체육 레시피”연수를 들어보시면 좋겠습니다^^",2019.10.06
7대 표준안으로 실천하는 학교안전교육,꼭 필요한 내용,5점,"꼭 필요한 내용을 알기 쉽게 설명하고, 지루하지 않을 정도의 시간 배분도 좋았습니다.",2019.10.04
교과수업에 활용하는 진로교육,참 유용한 연수,5점,"진로교육과 관련된 연수 중에 꼭 필요한 연수였습니다. 선생님의 직접적인 강의가 좋았고 사례를 나누어보는 것도 좋았습니다.
진로교육 사이트는 이미 알고 있었으나 워크넷과 커리어넷에서 어떻게 이용하여 교과에 활용할 수 있는지 구체적으로 잘 알려주어 더욱 좋았습니다. 감사합니다~~",2019.09.29
